rank,username,attempts,pct_of_total
9399,MUJ,4,0.0004
9400,MUK,4,0.0004
9401,MUL,4,0.0004
9402,MUM,4,0.0004
9403,MUN,4,0.0004
9404,MUO,4,0.0004
9405,MUP,4,0.0004
9406,MUQ,4,0.0004
9407,MUR,4,0.0004
9408,MUS,4,0.0004
9409,MUT,4,0.0004
9410,MUU,4,0.0004
9411,MUV,4,0.0004
9412,MUW,4,0.0004
9413,MUX,4,0.0004
9414,MUY,4,0.0004
9415,MUZ,4,0.0004
9416,MV,4,0.0004
9417,MVA,4,0.0004
9418,MVB,4,0.0004
9419,MVC,4,0.0004
9420,MVD,4,0.0004
9421,MVE,4,0.0004
9422,MVF,4,0.0004
9423,MVG,4,0.0004
9424,MVH,4,0.0004
9425,MVI,4,0.0004
9426,MVJ,4,0.0004
9427,MVK,4,0.0004
9428,MVL,4,0.0004
9429,MVM,4,0.0004
9430,MVN,4,0.0004
9431,MVO,4,0.0004
9432,MVP,4,0.0004
9433,MVQ,4,0.0004
9434,MVR,4,0.0004
9435,MVS,4,0.0004
9436,MVT,4,0.0004
9437,MVU,4,0.0004
9438,MVV,4,0.0004
9439,MVW,4,0.0004
9440,MVX,4,0.0004
9441,MVY,4,0.0004
9442,MVZ,4,0.0004
9443,MW,4,0.0004
9444,MWA,4,0.0004
9445,MWB,4,0.0004
9446,MWC,4,0.0004
9447,MWD,4,0.0004
9448,MWE,4,0.0004
9449,MWF,4,0.0004
9450,MWG,4,0.0004
9451,MWH,4,0.0004
9452,MWI,4,0.0004
9453,MWJ,4,0.0004
9454,MWK,4,0.0004
9455,MWL,4,0.0004
9456,MWM,4,0.0004
9457,MWN,4,0.0004
9458,MWO,4,0.0004
9459,MWP,4,0.0004
9460,MWQ,4,0.0004
9461,MWR,4,0.0004
9462,MWS,4,0.0004
9463,MWT,4,0.0004
9464,MWU,4,0.0004
9465,MWV,4,0.0004
9466,MWW,4,0.0004
9467,MWX,4,0.0004
9468,MWY,4,0.0004
9469,MWZ,4,0.0004
9470,MX,4,0.0004
9471,MXA,4,0.0004
9472,MXB,4,0.0004
9473,MXC,4,0.0004
9474,MXD,4,0.0004
9475,MXE,4,0.0004
9476,MXF,4,0.0004
9477,MXG,4,0.0004
9478,MXH,4,0.0004
9479,MXI,4,0.0004
9480,MXJ,4,0.0004
9481,MXK,4,0.0004
9482,MXL,4,0.0004
9483,MXM,4,0.0004
9484,MXN,4,0.0004
9485,MXO,4,0.0004
9486,MXP,4,0.0004
9487,MXQ,4,0.0004
9488,MXR,4,0.0004
9489,MXS,4,0.0004
9490,MXT,4,0.0004
9491,MXU,4,0.0004
9492,MXV,4,0.0004
9493,MXW,4,0.0004
9494,MXX,4,0.0004
9495,MXY,4,0.0004
9496,MXZ,4,0.0004
9497,MY,4,0.0004
9498,MYA,4,0.0004
9499,MYB,4,0.0004
9500,MYC,4,0.0004
9501,MYD,4,0.0004
9502,MYE,4,0.0004
9503,MYF,4,0.0004
9504,MYG,4,0.0004
9505,MYH,4,0.0004
9506,MYI,4,0.0004
9507,MYJ,4,0.0004
9508,MYK,4,0.0004
9509,MYL,4,0.0004
9510,MYM,4,0.0004
9511,MYN,4,0.0004
9512,MYO,4,0.0004
9513,MYP,4,0.0004
9514,MYQ,4,0.0004
9515,MYR,4,0.0004
9516,MYS,4,0.0004
9517,MYT,4,0.0004
9518,MYU,4,0.0004
9519,MYV,4,0.0004
9520,MYW,4,0.0004
9521,MYX,4,0.0004
9522,MYY,4,0.0004
9523,MYZ,4,0.0004
9524,MZ,4,0.0004
9525,MZA,4,0.0004
9526,MZB,4,0.0004
9527,MZC,4,0.0004
9528,MZD,4,0.0004
9529,MZE,4,0.0004
9530,MZF,4,0.0004
9531,MZG,4,0.0004
9532,MZH,4,0.0004
9533,MZI,4,0.0004
9534,MZJ,4,0.0004
9535,MZK,4,0.0004
9536,MZL,4,0.0004
9537,MZM,4,0.0004
9538,MZN,4,0.0004
9539,MZO,4,0.0004
9540,MZP,4,0.0004
9541,MZQ,4,0.0004
9542,MZR,4,0.0004
9543,MZS,4,0.0004
9544,MZT,4,0.0004
9545,MZU,4,0.0004
9546,MZV,4,0.0004
9547,MZW,4,0.0004
9548,MZX,4,0.0004
9549,MZY,4,0.0004
9550,MZZ,4,0.0004
9551,N,4,0.0004
9552,NA,4,0.0004
9553,NAA,4,0.0004
9554,NAB,4,0.0004
9555,NAC,4,0.0004
9556,NAD,4,0.0004
9557,NAE,4,0.0004
9558,NAF,4,0.0004
9559,NAG,4,0.0004
9560,NAH,4,0.0004
9561,NAI,4,0.0004
9562,NAJ,4,0.0004
9563,NAK,4,0.0004
9564,NAL,4,0.0004
9565,NAM,4,0.0004
9566,NAN,4,0.0004
9567,NAO,4,0.0004
9568,NAP,4,0.0004
9569,NAQ,4,0.0004
9570,NAR,4,0.0004
9571,NAT,4,0.0004
9572,NAU,4,0.0004
9573,NAV,4,0.0004
9574,NAW,4,0.0004
9575,NAX,4,0.0004
9576,NAY,4,0.0004
9577,NAZ,4,0.0004
9578,NB,4,0.0004
9579,NBA,4,0.0004
9580,NBB,4,0.0004
9581,NBC,4,0.0004
9582,NBD,4,0.0004
9583,NBE,4,0.0004
9584,NBF,4,0.0004
9585,NBG,4,0.0004
9586,NBH,4,0.0004
9587,NBI,4,0.0004
9588,NBJ,4,0.0004
9589,NBK,4,0.0004
9590,NBL,4,0.0004
9591,NBM,4,0.0004
9592,NBN,4,0.0004
9593,NBO,4,0.0004
9594,NBP,4,0.0004
9595,NBQ,4,0.0004
9596,NBR,4,0.0004
9597,NBS,4,0.0004
9598,NBT,4,0.0004
9599,NBU,4,0.0004
9600,NBV,4,0.0004
9601,NBW,4,0.0004
9602,NBX,4,0.0004
9603,NBY,4,0.0004
9604,NBZ,4,0.0004
9605,NC,4,0.0004
9606,NCA,4,0.0004
9607,NCB,4,0.0004
9608,NCC,4,0.0004
9609,NCD,4,0.0004
9610,NCE,4,0.0004
9611,NCF,4,0.0004
9612,NCG,4,0.0004
9613,NCH,4,0.0004
9614,NCI,4,0.0004
9615,NCJ,4,0.0004
9616,NCK,4,0.0004
9617,NCL,4,0.0004
9618,NCM,4,0.0004
9619,NCN,4,0.0004
9620,NCO,4,0.0004
9621,NCP,4,0.0004
9622,NCQ,4,0.0004
9623,NCR,4,0.0004
9624,NCS,4,0.0004
9625,NCT,4,0.0004
9626,NCU,4,0.0004
9627,NCV,4,0.0004
9628,NCW,4,0.0004
9629,NCX,4,0.0004
9630,NCY,4,0.0004
9631,NCZ,4,0.0004
9632,ND,4,0.0004
9633,NDA,4,0.0004
9634,NDB,4,0.0004
9635,NDC,4,0.0004
9636,NDD,4,0.0004
9637,NDE,4,0.0004
9638,NDF,4,0.0004
9639,NDG,4,0.0004
9640,NDH,4,0.0004
9641,NDI,4,0.0004
9642,NDJ,4,0.0004
9643,NDK,4,0.0004
9644,NDL,4,0.0004
9645,NDM,4,0.0004
9646,NDN,4,0.0004
9647,NDO,4,0.0004
9648,NDP,4,0.0004
9649,NDQ,4,0.0004
9650,NDR,4,0.0004
9651,NDS,4,0.0004
9652,NDT,4,0.0004
9653,NDU,4,0.0004
9654,NDV,4,0.0004
9655,NDW,4,0.0004
9656,NDX,4,0.0004
9657,NDY,4,0.0004
9658,NDZ,4,0.0004
9659,NE,4,0.0004
9660,NEA,4,0.0004
9661,NEB,4,0.0004
9662,NEC,4,0.0004
9663,NED,4,0.0004
9664,NEE,4,0.0004
9665,NEF,4,0.0004
9666,NEG,4,0.0004
9667,NEH,4,0.0004
9668,NEI,4,0.0004
9669,NEJ,4,0.0004
9670,NEK,4,0.0004
9671,NEL,4,0.0004
9672,NEM,4,0.0004
9673,NEN,4,0.0004
9674,NEO,4,0.0004
9675,NEP,4,0.0004
9676,NEQ,4,0.0004
9677,NER,4,0.0004
9678,NES,4,0.0004
9679,NET,4,0.0004
9680,NEU,4,0.0004
9681,NEV,4,0.0004
9682,NEX,4,0.0004
9683,NEY,4,0.0004
9684,NEZ,4,0.0004
9685,NF,4,0.0004
9686,NFA,4,0.0004
9687,NFB,4,0.0004
9688,NFC,4,0.0004
9689,NFD,4,0.0004
9690,NFE,4,0.0004
9691,NFF,4,0.0004
9692,NFG,4,0.0004
9693,NFH,4,0.0004
9694,NFI,4,0.0004
9695,NFJ,4,0.0004
9696,NFK,4,0.0004
9697,NFL,4,0.0004
9698,NFM,4,0.0004
9699,NFN,4,0.0004
9700,NFO,4,0.0004
9701,NFP,4,0.0004
9702,NFQ,4,0.0004
9703,NFR,4,0.0004
9704,NFS,4,0.0004
9705,NFT,4,0.0004
9706,NFU,4,0.0004
9707,NFV,4,0.0004
9708,NFW,4,0.0004
9709,NFX,4,0.0004
9710,NFY,4,0.0004
9711,NFZ,4,0.0004
9712,NG,4,0.0004
9713,NGA,4,0.0004
9714,NGB,4,0.0004
9715,NGC,4,0.0004
9716,NGD,4,0.0004
9717,NGE,4,0.0004
9718,NGF,4,0.0004
9719,NGG,4,0.0004
9720,NGH,4,0.0004
9721,NGI,4,0.0004
9722,NGJ,4,0.0004
9723,NGK,4,0.0004
9724,NGL,4,0.0004
9725,NGM,4,0.0004
9726,NGN,4,0.0004
9727,NGO,4,0.0004
9728,NGP,4,0.0004
9729,NGQ,4,0.0004
9730,NGR,4,0.0004
9731,NGS,4,0.0004
9732,NGT,4,0.0004
9733,NGU,4,0.0004
9734,NGV,4,0.0004
9735,NGW,4,0.0004
9736,NGX,4,0.0004
9737,NGY,4,0.0004
9738,NGZ,4,0.0004
9739,NH,4,0.0004
9740,NHA,4,0.0004
9741,NHB,4,0.0004
9742,NHC,4,0.0004
9743,NHD,4,0.0004
9744,NHE,4,0.0004
9745,NHF,4,0.0004
9746,NHG,4,0.0004
9747,NHH,4,0.0004
9748,NHI,4,0.0004
9749,NHJ,4,0.0004
9750,NHK,4,0.0004
9751,NHL,4,0.0004
9752,NHM,4,0.0004
9753,NHN,4,0.0004
9754,NHO,4,0.0004
9755,NHP,4,0.0004
9756,NHQ,4,0.0004
9757,NHR,4,0.0004
9758,NHS,4,0.0004
9759,NHT,4,0.0004
9760,NHU,4,0.0004
9761,NHV,4,0.0004
9762,NHW,4,0.0004
9763,NHX,4,0.0004
9764,NHY,4,0.0004
9765,NHZ,4,0.0004
9766,NI,4,0.0004
9767,NIA,4,0.0004
9768,NIB,4,0.0004
9769,NIC,4,0.0004
9770,NID,4,0.0004
9771,NIE,4,0.0004
9772,NIF,4,0.0004
9773,NIG,4,0.0004
9774,NIH,4,0.0004
9775,NII,4,0.0004
9776,NIJ,4,0.0004
9777,NIK,4,0.0004
9778,NIL,4,0.0004
9779,NIM,4,0.0004
9780,NIN,4,0.0004
9781,NIO,4,0.0004
9782,NIP,4,0.0004
9783,NIQ,4,0.0004
9784,NIR,4,0.0004
9785,NIS,4,0.0004
9786,NIT,4,0.0004
9787,NIU,4,0.0004
9788,NIV,4,0.0004
9789,NIW,4,0.0004
9790,NIX,4,0.0004
9791,NIY,4,0.0004
9792,NIZ,4,0.0004
9793,NJ,4,0.0004
9794,NJA,4,0.0004
9795,NJB,4,0.0004
9796,NJC,4,0.0004
9797,NJD,4,0.0004
9798,NJE,4,0.0004
9799,NJF,4,0.0004
9800,NJG,4,0.0004
9801,NJH,4,0.0004
9802,NJI,4,0.0004
9803,NJJ,4,0.0004
9804,NJK,4,0.0004
9805,NJL,4,0.0004
9806,NJM,4,0.0004
9807,NJN,4,0.0004
9808,NJO,4,0.0004
9809,NJP,4,0.0004
9810,NJQ,4,0.0004
9811,NJR,4,0.0004
9812,NJS,4,0.0004
9813,NJT,4,0.0004
9814,NJU,4,0.0004
9815,NJV,4,0.0004
9816,NJW,4,0.0004
9817,NJX,4,0.0004
9818,NJY,4,0.0004
9819,NJZ,4,0.0004
9820,NK,4,0.0004
9821,NKA,4,0.0004
9822,NKB,4,0.0004
9823,NKC,4,0.0004
9824,NKD,4,0.0004
9825,NKE,4,0.0004
9826,NKF,4,0.0004
9827,NKG,4,0.0004
9828,NKH,4,0.0004
9829,NKI,4,0.0004
9830,NKJ,4,0.0004
9831,NKK,4,0.0004
9832,NKL,4,0.0004
9833,NKM,4,0.0004
9834,NKN,4,0.0004
9835,NKO,4,0.0004
9836,NKP,4,0.0004
9837,NKQ,4,0.0004
9838,NKR,4,0.0004
9839,NKS,4,0.0004
9840,NKT,4,0.0004
9841,NKU,4,0.0004
9842,NKV,4,0.0004
9843,NKW,4,0.0004
9844,NKX,4,0.0004
9845,NKY,4,0.0004
9846,NKZ,4,0.0004
9847,NL,4,0.0004
9848,NLA,4,0.0004
9849,NLB,4,0.0004
9850,NLC,4,0.0004
9851,NLD,4,0.0004
9852,NLE,4,0.0004
9853,NLF,4,0.0004
9854,NLG,4,0.0004
9855,NLH,4,0.0004
9856,NLI,4,0.0004
9857,NLJ,4,0.0004
9858,NLK,4,0.0004
9859,NLL,4,0.0004
9860,NLM,4,0.0004
9861,NLN,4,0.0004
9862,NLO,4,0.0004
9863,NLP,4,0.0004
9864,NLQ,4,0.0004
9865,NLR,4,0.0004
9866,NLS,4,0.0004
9867,NLT,4,0.0004
9868,NLU,4,0.0004
9869,NLV,4,0.0004
9870,NLW,4,0.0004
9871,NLX,4,0.0004
9872,NLY,4,0.0004
9873,NLZ,4,0.0004
9874,NM,4,0.0004
9875,NMA,4,0.0004
9876,NMB,4,0.0004
9877,NMC,4,0.0004
9878,NMD,4,0.0004
9879,NME,4,0.0004
9880,NMF,4,0.0004
9881,NMG,4,0.0004
9882,NMH,4,0.0004
9883,NMI,4,0.0004
9884,NMJ,4,0.0004
9885,NMK,4,0.0004
9886,NML,4,0.0004
9887,NMM,4,0.0004
9888,NMN,4,0.0004
9889,NMO,4,0.0004
9890,NMP,4,0.0004
9891,NMQ,4,0.0004
9892,NMR,4,0.0004
9893,NMS,4,0.0004
9894,NMT,4,0.0004
9895,NMU,4,0.0004
9896,NMV,4,0.0004
9897,NMW,4,0.0004
9898,NMX,4,0.0004
9899,NMY,4,0.0004
9900,NMZ,4,0.0004
9901,NN,4,0.0004
9902,NNA,4,0.0004
9903,NNB,4,0.0004
9904,NNC,4,0.0004
9905,NND,4,0.0004
9906,NNE,4,0.0004
9907,NNF,4,0.0004
9908,NNG,4,0.0004
9909,NNH,4,0.0004
9910,NNI,4,0.0004
9911,NNJ,4,0.0004
9912,NNK,4,0.0004
9913,NNL,4,0.0004
9914,NNM,4,0.0004
9915,NNN,4,0.0004
9916,NNO,4,0.0004
9917,NNP,4,0.0004
9918,NNQ,4,0.0004
9919,NNR,4,0.0004
9920,NNS,4,0.0004
9921,NNT,4,0.0004
9922,NNU,4,0.0004
9923,NNV,4,0.0004
9924,NNW,4,0.0004
9925,NNX,4,0.0004
9926,NNY,4,0.0004
9927,NNZ,4,0.0004
9928,NO,4,0.0004
9929,NOA,4,0.0004
9930,NOB,4,0.0004
9931,NOC,4,0.0004
9932,NOD,4,0.0004
9933,NOE,4,0.0004
9934,NOF,4,0.0004
9935,NOG,4,0.0004
9936,NOH,4,0.0004
9937,NOI,4,0.0004
9938,NOJ,4,0.0004
9939,NOK,4,0.0004
9940,NOL,4,0.0004
9941,NOM,4,0.0004
9942,NON,4,0.0004
9943,NOO,4,0.0004
9944,NOP,4,0.0004
9945,NOQ,4,0.0004
9946,NOR,4,0.0004
9947,NOS,4,0.0004
9948,NOT,4,0.0004
9949,NOU,4,0.0004
9950,NOV,4,0.0004
9951,NOW,4,0.0004
9952,NOX,4,0.0004
9953,NOY,4,0.0004
9954,NOZ,4,0.0004
9955,NP,4,0.0004
9956,NPA,4,0.0004
9957,NPB,4,0.0004
9958,NPC,4,0.0004
9959,NPD,4,0.0004
9960,NPE,4,0.0004
9961,NPF,4,0.0004
9962,NPG,4,0.0004
9963,NPH,4,0.0004
9964,NPI,4,0.0004
9965,NPJ,4,0.0004
9966,NPK,4,0.0004
9967,NPL,4,0.0004
9968,NPM,4,0.0004
9969,NPN,4,0.0004
9970,NPO,4,0.0004
9971,NPP,4,0.0004
9972,NPQ,4,0.0004
9973,NPR,4,0.0004
9974,NPS,4,0.0004
9975,NPT,4,0.0004
9976,NPU,4,0.0004
9977,NPV,4,0.0004
9978,NPW,4,0.0004
9979,NPX,4,0.0004
9980,NPY,4,0.0004
9981,NPZ,4,0.0004
9982,NQ,4,0.0004
9983,NQA,4,0.0004
9984,NQB,4,0.0004
9985,NQC,4,0.0004
9986,NQD,4,0.0004
9987,NQE,4,0.0004
9988,NQF,4,0.0004
9989,NQG,4,0.0004
9990,NQH,4,0.0004
9991,NQI,4,0.0004
9992,NQJ,4,0.0004
9993,NQK,4,0.0004
9994,NQL,4,0.0004
9995,NQM,4,0.0004
9996,NQN,4,0.0004
9997,NQO,4,0.0004
9998,NQP,4,0.0004
9999,NQQ,4,0.0004
10000,NQR,4,0.0004
10001,NQS,4,0.0004
10002,NQT,4,0.0004
10003,NQU,4,0.0004
10004,NQV,4,0.0004
10005,NQW,4,0.0004
10006,NQX,4,0.0004
10007,NQY,4,0.0004
10008,NQZ,4,0.0004
10009,NR,4,0.0004
10010,NRA,4,0.0004
10011,NRB,4,0.0004
10012,NRC,4,0.0004
10013,NRD,4,0.0004
10014,NRE,4,0.0004
10015,NRF,4,0.0004
10016,NRG,4,0.0004
10017,NRH,4,0.0004
10018,NRI,4,0.0004
10019,NRJ,4,0.0004
10020,NRK,4,0.0004
10021,NRL,4,0.0004
10022,NRM,4,0.0004
10023,NRN,4,0.0004
10024,NRO,4,0.0004
10025,NRP,4,0.0004
10026,NRQ,4,0.0004
10027,NRR,4,0.0004
10028,NRS,4,0.0004
10029,NRT,4,0.0004
10030,NRU,4,0.0004
10031,NRV,4,0.0004
10032,NRW,4,0.0004
10033,NRX,4,0.0004
10034,NRY,4,0.0004
10035,NRZ,4,0.0004
10036,NS,4,0.0004
10037,NSA,4,0.0004
10038,NSB,4,0.0004
10039,NSC,4,0.0004
10040,NSD,4,0.0004
10041,NSE,4,0.0004
10042,NSF,4,0.0004
10043,NSG,4,0.0004
10044,NSH,4,0.0004
10045,NSI,4,0.0004
10046,NSJ,4,0.0004
10047,NSK,4,0.0004
10048,NSL,4,0.0004
10049,NSM,4,0.0004
10050,NSN,4,0.0004
10051,NSO,4,0.0004
10052,NSP,4,0.0004
10053,NSQ,4,0.0004
10054,NSR,4,0.0004
10055,NSS,4,0.0004
10056,NST,4,0.0004
10057,NSU,4,0.0004
10058,NSV,4,0.0004
10059,NSW,4,0.0004
10060,NSX,4,0.0004
10061,NSY,4,0.0004
10062,NSZ,4,0.0004
10063,NT,4,0.0004
10064,NTA,4,0.0004
10065,NTB,4,0.0004
10066,NTC,4,0.0004
10067,NTD,4,0.0004
10068,NTE,4,0.0004
10069,NTF,4,0.0004
10070,NTG,4,0.0004
10071,NTH,4,0.0004
10072,NTI,4,0.0004
10073,NTJ,4,0.0004
10074,NTK,4,0.0004
10075,NTL,4,0.0004
10076,NTM,4,0.0004
10077,NTN,4,0.0004
10078,NTO,4,0.0004
10079,NTP,4,0.0004
10080,NTQ,4,0.0004
10081,NTR,4,0.0004
10082,NTS,4,0.0004
10083,NTT,4,0.0004
10084,NTU,4,0.0004
10085,NTV,4,0.0004
10086,NTW,4,0.0004
10087,NTX,4,0.0004
10088,NTY,4,0.0004
10089,NTZ,4,0.0004
10090,NU,4,0.0004
10091,NUA,4,0.0004
10092,NUB,4,0.0004
10093,NUC,4,0.0004
10094,NUD,4,0.0004
10095,NUE,4,0.0004
10096,NUF,4,0.0004
10097,NUG,4,0.0004
10098,NUH,4,0.0004
10099,NUI,4,0.0004
10100,NUJ,4,0.0004
10101,NUK,4,0.0004
10102,NUL,4,0.0004
10103,NUM,4,0.0004
10104,NUN,4,0.0004
10105,NUO,4,0.0004
10106,NUP,4,0.0004
10107,NUQ,4,0.0004
10108,NUR,4,0.0004
10109,NUS,4,0.0004
10110,NUT,4,0.0004
10111,NUU,4,0.0004
10112,NUV,4,0.0004
10113,NUW,4,0.0004
10114,NUX,4,0.0004
10115,NUY,4,0.0004
10116,NUZ,4,0.0004
10117,NV,4,0.0004
10118,NVA,4,0.0004
10119,NVB,4,0.0004
10120,NVC,4,0.0004
10121,NVD,4,0.0004
10122,NVE,4,0.0004
10123,NVF,4,0.0004
10124,NVG,4,0.0004
10125,NVH,4,0.0004
10126,NVI,4,0.0004
10127,NVJ,4,0.0004
10128,NVK,4,0.0004
10129,NVL,4,0.0004
10130,NVM,4,0.0004
10131,NVN,4,0.0004
10132,NVO,4,0.0004
10133,NVP,4,0.0004
10134,NVQ,4,0.0004
10135,NVR,4,0.0004
10136,NVS,4,0.0004
10137,NVT,4,0.0004
10138,NVU,4,0.0004
10139,NVV,4,0.0004
10140,NVW,4,0.0004
10141,NVX,4,0.0004
10142,NVY,4,0.0004
10143,NVZ,4,0.0004
10144,NW,4,0.0004
10145,NWA,4,0.0004
10146,NWB,4,0.0004
10147,NWC,4,0.0004
10148,NWD,4,0.0004
10149,NWE,4,0.0004
10150,NWF,4,0.0004
10151,NWG,4,0.0004
10152,NWH,4,0.0004
10153,NWI,4,0.0004
10154,NWJ,4,0.0004
10155,NWK,4,0.0004
10156,NWL,4,0.0004
10157,NWM,4,0.0004
10158,NWN,4,0.0004
10159,NWO,4,0.0004
10160,NWP,4,0.0004
10161,NWQ,4,0.0004
10162,NWR,4,0.0004
10163,NWS,4,0.0004
10164,NWT,4,0.0004
10165,NWU,4,0.0004
10166,NWV,4,0.0004
10167,NWW,4,0.0004
10168,NWX,4,0.0004
10169,NWY,4,0.0004
10170,NWZ,4,0.0004
10171,NX,4,0.0004
10172,NXA,4,0.0004
10173,NXB,4,0.0004
10174,NXC,4,0.0004
10175,NXD,4,0.0004
10176,NXE,4,0.0004
10177,NXF,4,0.0004
10178,NXG,4,0.0004
10179,NXH,4,0.0004
10180,NXI,4,0.0004
10181,NXJ,4,0.0004
10182,NXK,4,0.0004
10183,NXL,4,0.0004
10184,NXM,4,0.0004
10185,NXN,4,0.0004
10186,NXO,4,0.0004
10187,NXP,4,0.0004
10188,NXQ,4,0.0004
10189,NXR,4,0.0004
10190,NXS,4,0.0004
10191,NXT,4,0.0004
10192,NXU,4,0.0004
10193,NXV,4,0.0004
10194,NXW,4,0.0004
10195,NXX,4,0.0004
10196,NXY,4,0.0004
10197,NXZ,4,0.0004
10198,NY,4,0.0004
10199,NYA,4,0.0004
10200,NYB,4,0.0004
10201,NYC,4,0.0004
10202,NYD,4,0.0004
10203,NYE,4,0.0004
10204,NYF,4,0.0004
10205,NYG,4,0.0004
10206,NYH,4,0.0004
10207,NYI,4,0.0004
10208,NYJ,4,0.0004
10209,NYK,4,0.0004
10210,NYL,4,0.0004
10211,NYM,4,0.0004
10212,NYN,4,0.0004
10213,NYO,4,0.0004
10214,NYP,4,0.0004
10215,NYQ,4,0.0004
10216,NYR,4,0.0004
10217,NYS,4,0.0004
10218,NYT,4,0.0004
10219,NYU,4,0.0004
10220,NYV,4,0.0004
10221,NYW,4,0.0004
10222,NYX,4,0.0004
10223,NYY,4,0.0004
10224,NYZ,4,0.0004
10225,NZ,4,0.0004
10226,NZA,4,0.0004
10227,NZB,4,0.0004
10228,NZC,4,0.0004
10229,NZD,4,0.0004
10230,NZE,4,0.0004
10231,NZF,4,0.0004
10232,NZG,4,0.0004
10233,NZH,4,0.0004
10234,NZI,4,0.0004
10235,NZJ,4,0.0004
10236,NZK,4,0.0004
10237,NZL,4,0.0004
10238,NZM,4,0.0004
10239,NZN,4,0.0004
10240,NZO,4,0.0004
10241,NZP,4,0.0004
10242,NZQ,4,0.0004
10243,NZR,4,0.0004
10244,NZS,4,0.0004
10245,NZT,4,0.0004
10246,NZU,4,0.0004
10247,NZV,4,0.0004
10248,NZW,4,0.0004
10249,NZX,4,0.0004
10250,NZY,4,0.0004
10251,NZZ,4,0.0004
10252,O,4,0.0004
10253,OA,4,0.0004
10254,OAA,4,0.0004
10255,OAB,4,0.0004
10256,OAC,4,0.0004
10257,OAD,4,0.0004
10258,OAE,4,0.0004
10259,OAF,4,0.0004
10260,OAG,4,0.0004
10261,OAH,4,0.0004
10262,OAI,4,0.0004
10263,OAJ,4,0.0004
10264,OAK,4,0.0004
10265,OAL,4,0.0004
10266,OAM,4,0.0004
10267,OAN,4,0.0004
10268,OAO,4,0.0004
10269,OAP,4,0.0004
10270,OAQ,4,0.0004
10271,OAR,4,0.0004
10272,OAS,4,0.0004
10273,OAT,4,0.0004
10274,OAU,4,0.0004
10275,OAV,4,0.0004
10276,OAW,4,0.0004
10277,OAX,4,0.0004
10278,OAY,4,0.0004
10279,OAZ,4,0.0004
10280,OB,4,0.0004
10281,OBA,4,0.0004
10282,OBB,4,0.0004
10283,OBC,4,0.0004
10284,OBD,4,0.0004
10285,OBE,4,0.0004
10286,OBF,4,0.0004
10287,OBG,4,0.0004
10288,OBH,4,0.0004
10289,OBI,4,0.0004
10290,OBJ,4,0.0004
10291,OBK,4,0.0004
10292,OBL,4,0.0004
10293,OBM,4,0.0004
10294,OBN,4,0.0004
10295,OBO,4,0.0004
10296,OBP,4,0.0004
10297,OBQ,4,0.0004
10298,OBR,4,0.0004
10299,OBS,4,0.0004
10300,OBT,4,0.0004
10301,OBU,4,0.0004
10302,OBV,4,0.0004
10303,OBW,4,0.0004
10304,OBX,4,0.0004
10305,OBY,4,0.0004
10306,OBZ,4,0.0004
10307,OC,4,0.0004
10308,OCA,4,0.0004
10309,OCB,4,0.0004
10310,OCC,4,0.0004
10311,OCD,4,0.0004
10312,OCE,4,0.0004
10313,OCF,4,0.0004
10314,OCG,4,0.0004
10315,OCH,4,0.0004
10316,OCI,4,0.0004
10317,OCJ,4,0.0004
10318,OCK,4,0.0004
10319,OCL,4,0.0004
10320,OCM,4,0.0004
10321,OCN,4,0.0004
10322,OCO,4,0.0004
10323,OCP,4,0.0004
10324,OCQ,4,0.0004
10325,OCR,4,0.0004
10326,OCS,4,0.0004
10327,OCT,4,0.0004
10328,OCU,4,0.0004
10329,OCV,4,0.0004
10330,OCW,4,0.0004
10331,OCX,4,0.0004
10332,OCY,4,0.0004
10333,OCZ,4,0.0004
10334,OD,4,0.0004
10335,ODA,4,0.0004
10336,ODB,4,0.0004
10337,ODC,4,0.0004
10338,ODD,4,0.0004
10339,ODE,4,0.0004
10340,ODF,4,0.0004
10341,ODG,4,0.0004
10342,ODH,4,0.0004
10343,ODI,4,0.0004
10344,ODJ,4,0.0004
10345,ODK,4,0.0004
10346,ODL,4,0.0004
10347,ODM,4,0.0004
10348,ODN,4,0.0004
10349,ODO,4,0.0004
10350,ODP,4,0.0004
10351,ODQ,4,0.0004
10352,ODR,4,0.0004
10353,ODS,4,0.0004
10354,ODT,4,0.0004
10355,ODU,4,0.0004
10356,ODV,4,0.0004
10357,ODW,4,0.0004
10358,ODX,4,0.0004
10359,ODY,4,0.0004
10360,ODZ,4,0.0004
10361,OE,4,0.0004
10362,OEA,4,0.0004
10363,OEB,4,0.0004
10364,OEC,4,0.0004
10365,OED,4,0.0004
10366,OEE,4,0.0004
10367,OEF,4,0.0004
10368,OEG,4,0.0004
10369,OEH,4,0.0004
10370,OEI,4,0.0004
10371,OEJ,4,0.0004
10372,OEK,4,0.0004
10373,OEL,4,0.0004
10374,OEM,4,0.0004
10375,OEN,4,0.0004
10376,OEO,4,0.0004
10377,OEP,4,0.0004
10378,OEQ,4,0.0004
10379,OER,4,0.0004
10380,OES,4,0.0004
10381,OET,4,0.0004
10382,OEU,4,0.0004
10383,OEV,4,0.0004
10384,OEW,4,0.0004
10385,OEX,4,0.0004
10386,OEY,4,0.0004
10387,OEZ,4,0.0004
10388,OF,4,0.0004
10389,OFA,4,0.0004
10390,OFB,4,0.0004
10391,OFC,4,0.0004
10392,OFD,4,0.0004
