rank,username,attempts,pct_of_total
1033,ZD,4,0.0004
1034,ZE,4,0.0004
1035,ZF,4,0.0004
1036,ZG,4,0.0004
1037,ZH,4,0.0004
1038,ZI,4,0.0004
1039,ZJ,4,0.0004
1040,ZK,4,0.0004
1041,ZL,4,0.0004
1042,ZN,4,0.0004
1043,ZO,4,0.0004
1044,ZP,4,0.0004
1045,ZQ,4,0.0004
1046,ZR,4,0.0004
1047,ZS,4,0.0004
1048,ZT,4,0.0004
1049,ZU,4,0.0004
1050,ZV,4,0.0004
1051,ZW,4,0.0004
1052,ZX,4,0.0004
1053,ZY,4,0.0004
1054,ZZ,4,0.0004
1055,666,3,0.0003
1056,Guest,3,0.0003
1057,LAPTOP,3,0.0003
1058,LIBRARY,3,0.0003
1059,LINDA,3,0.0003
1060,LINK,3,0.0003
1061,LISA,3,0.0003
1062,MACHINE,3,0.0003
1063,MAIL,3,0.0003
1064,MAILTEST,3,0.0003
1065,MAINTENANCE,3,0.0003
1066,MARC,3,0.0003
1067,MARK,3,0.0003
1068,MARKETING,3,0.0003
1069,MARTIN,3,0.0003
1070,MARY,3,0.0003
1071,MATRIX,3,0.0003
1072,MATTHIAS,3,0.0003
1073,MAURER,3,0.0003
1074,MEDIA,3,0.0003
1075,MEDICAL,3,0.0003
1076,MEYER,3,0.0003
1077,MICHELLE,3,0.0003
1078,MICROS,3,0.0003
1079,MIKE,3,0.0003
1080,MODEM,3,0.0003
1081,MONIKA,3,0.0003
1082,MONITOR,3,0.0003
1083,MORGAN,3,0.0003
1084,MUSIC,3,0.0003
1085,NATALIA,3,0.0003
1086,NATALIE,3,0.0003
1087,NEEDLES,3,0.0003
1088,NEIL,3,0.0003
1089,NELSON,3,0.0003
1090,NICO,3,0.0003
1091,NICOLE,3,0.0003
1092,NORMAN,3,0.0003
1093,NURSE,3,0.0003
1094,OASIS,3,0.0003
1095,OFFICE1,3,0.0003
1096,OFFICE2,3,0.0003
1097,OFFICER,3,0.0003
1098,OMAR,3,0.0003
1099,OP1,3,0.0003
1100,OP2,3,0.0003
1101,OROJAS,3,0.0003
1102,ORTHO,3,0.0003
1103,OSAMA,3,0.0003
1104,OWNER,3,0.0003
1105,PARTS,3,0.0003
1106,PATRICE,3,0.0003
1107,PATRICIA,3,0.0003
1108,PATROL,3,0.0003
1109,PATTY,3,0.0003
1110,PAUL,3,0.0003
1111,PAULA,3,0.0003
1112,PEDIDOS,3,0.0003
1113,PEGGY,3,0.0003
1114,PETER,3,0.0003
1115,PHONE,3,0.0003
1116,POLICE,3,0.0003
1117,PORTAL,3,0.0003
1118,PORTATIL,3,0.0003
1119,POS1,3,0.0003
1120,POS2,3,0.0003
1121,POSTMASTER,3,0.0003
1122,PRESIDENT,3,0.0003
1123,PRESS,3,0.0003
1124,PRINT,3,0.0003
1125,PROD,3,0.0003
1126,PROJECTOR,3,0.0003
1127,PURCHASING,3,0.0003
1128,RACZ,3,0.0003
1129,RECEIVING,3,0.0003
1130,RECEPCION,3,0.0003
1131,RECEPTION,3,0.0003
1132,RECEPTIONIST,3,0.0003
1133,REKR,3,0.0003
1134,REPORTS,3,0.0003
1135,RESTORE,3,0.0003
1136,RICHARD,3,0.0003
1137,RICOH,3,0.0003
1138,RIESEL,3,0.0003
1139,ROGER,3,0.0003
1140,ROOM1,3,0.0003
1141,SABINE,3,0.0003
1142,SAGE,3,0.0003
1143,SALES,3,0.0003
1144,SALES2,3,0.0003
1145,SALIDAS,3,0.0003
1146,SAMSUNG,3,0.0003
1147,SANDRA,3,0.0003
1148,SANDY,3,0.0003
1149,SAVIN,3,0.0003
1150,SCHIEBL,3,0.0003
1151,SCHLEUSS,3,0.0003
1152,SCHNEIDER,3,0.0003
1153,SCOTT,3,0.0003
1154,SECRETARIA,3,0.0003
1155,SHANE,3,0.0003
1156,SHARED,3,0.0003
1157,SHAREPOINT,3,0.0003
1158,SHARP,3,0.0003
1159,SHEILA,3,0.0003
1160,SHELLY,3,0.0003
1161,SHOP,3,0.0003
1162,SHOP1,3,0.0003
1163,SHORTCUTS,3,0.0003
1164,SHOWROOM,3,0.0003
1165,SIEMENS,3,0.0003
1166,SIMON,3,0.0003
1167,SISTEMA,3,0.0003
1168,SMART,3,0.0003
1169,SMILE,3,0.0003
1170,SOCIAL,3,0.0003
1171,SONIA,3,0.0003
1172,SPAM,3,0.0003
1173,SPARE,3,0.0003
1174,SPICEWORKS,3,0.0003
1175,SPSEARCH,3,0.0003
1176,SQLSERVICE,3,0.0003
1177,SQLUSER,3,0.0003
1178,STAFF,3,0.0003
1179,STANDARD,3,0.0003
1180,STATION,3,0.0003
1181,STATION4,3,0.0003
1182,STEVE,3,0.0003
1183,STORE,3,0.0003
1184,STUDENT1,3,0.0003
1185,SUNSHINE,3,0.0003
1186,SUPORTE,3,0.0003
1187,SUSAN,3,0.0003
1188,SYMANTEC,3,0.0003
1189,TABLET,3,0.0003
1190,TECH,3,0.0003
1191,TECHNICIAN,3,0.0003
1192,TECNICO,3,0.0003
1193,TEMPADMIN,3,0.0003
1194,TERRY,3,0.0003
1195,THERESA,3,0.0003
1196,THIERRY,3,0.0003
1197,THORSTEN,3,0.0003
1198,TIMECLOCK,3,0.0003
1199,TINA,3,0.0003
1200,TOBY,3,0.0003
1201,TOMCAT,3,0.0003
1202,TORSTEN,3,0.0003
1203,TOUCH,3,0.0003
1204,TRAINING,3,0.0003
1205,TRANSFER,3,0.0003
1206,UPDATE,3,0.0003
1207,UTILIZADOR,3,0.0003
1208,VALERIE,3,0.0003
1209,VENDAS,3,0.0003
1210,VERITAS,3,0.0003
1211,VERONICA,3,0.0003
1212,VICKY,3,0.0003
1213,VICTOR,3,0.0003
1214,VIGILANCIA,3,0.0003
1215,VISITANTE,3,0.0003
1216,VISITOR,3,0.0003
1217,VIVIANE,3,0.0003
1218,VLAD,3,0.0003
1219,VMWARE,3,0.0003
1220,VOICEMAIL,3,0.0003
1221,VOLUNTEER,3,0.0003
1222,VPNTEST,3,0.0003
1223,WAREHOUSE,3,0.0003
1224,WASHINGTON,3,0.0003
1225,WEBCAM,3,0.0003
1226,WEBER,3,0.0003
1227,WEBMASTER,3,0.0003
1228,WEBSERVICE,3,0.0003
1229,WEBUSER,3,0.0003
1230,WELCOME,3,0.0003
1231,WENDY,3,0.0003
1232,WILSON,3,0.0003
1233,WKRADAR,3,0.0003
1234,WOLFGANG,3,0.0003
1235,WORKSTATION,3,0.0003
1236,WS1,3,0.0003
1237,WS2,3,0.0003
1238,WS3,3,0.0003
1239,WYSE,3,0.0003
1240,XEROX,3,0.0003
1241,XRAY,3,0.0003
1242,ZANTHUS,3,0.0003
1243,ABCD,2,0.0002
1244,admin,2,0.0002
1245,ADMINI,2,0.0002
1246,AMMINISTRATORE,2,0.0002
1247,HStoreRDP,2,0.0002
1248,HUNG,2,0.0002
1249,PR,2,0.0002
1250,SG,2,0.0002
1251,sys,2,0.0002
1252,systemas,2,0.0002
1253,гость,2,0.0002
1254,001,1,0.0001
1255,123,1,0.0001
1256,888,1,0.0001
1257,AAAA,1,0.0001
1258,ACHAO,1,0.0001
1259,ACRONIS,1,0.0001
1260,ADMINISTRACION,1,0.0001
1261,AECO_PC7,1,0.0001
1262,AKHIL,1,0.0001
1263,ALISON,1,0.0001
1264,ANDROID,1,0.0001
1265,ATENDI_02,1,0.0001
1266,AUTOCAD,1,0.0001
1267,BAIRAGI,1,0.0001
1268,BIZ-ELO,1,0.0001
1269,BRYAN,1,0.0001
1270,CANGKU,1,0.0001
1271,CARLOS,1,0.0001
1272,CCNEW,1,0.0001
1273,CODI,1,0.0001
1274,CPPC,1,0.0001
1275,CROFT,1,0.0001
1276,ELSABE,1,0.0001
1277,ENERGY,1,0.0001
1278,ESTACAO,1,0.0001
1279,EVALUACIONES,1,0.0001
1280,FLUSHTRUCK,1,0.0001
1281,FRONTEIRA,1,0.0001
1282,FTP78,1,0.0001
1283,FTPTEST,1,0.0001
1284,GAMER,1,0.0001
1285,GARAGE,1,0.0001
1286,GERENTE,1,0.0001
1287,GHOST,1,0.0001
1288,GUARD,1,0.0001
1289,HELIOS,1,0.0001
1290,HUAMER,1,0.0001
1291,IIS_IMEI,1,0.0001
1292,IME_ADMIN,1,0.0001
1293,INDER-1,1,0.0001
1294,ISSUPPORT,1,0.0001
1295,JPS1,1,0.0001
1296,JPS2,1,0.0001
1297,JULIE,1,0.0001
1298,KASSA,1,0.0001
1299,KK789,1,0.0001
1300,KOBKAEW,1,0.0001
1301,LCLCLC1,1,0.0001
1302,LIANGYUXI,1,0.0001
1303,MAXO,1,0.0001
1304,MEDIALINK,1,0.0001
1305,MIKI,1,0.0001
1306,MITESH,1,0.0001
1307,MQUSER,1,0.0001
1308,ONEDRIVE,1,0.0001
1309,PCHIZHOVA,1,0.0001
1310,PHONIX,1,0.0001
1311,POSTER,1,0.0001
1312,READ,1,0.0001
1313,RECEPCAO,1,0.0001
1314,RELIANCE,1,0.0001
1315,SCALE,1,0.0001
1316,SCNXADMIN,1,0.0001
1317,SHENLM,1,0.0001
1318,SSSS,1,0.0001
1319,STPW,1,0.0001
1320,TEMTEM,1,0.0001
1321,TESTFTP,1,0.0001
1322,TRIPLE,1,0.0001
1323,UMESHMANE,1,0.0001
1324,USA333,1,0.0001
1325,WAYCOM,1,0.0001
1326,YYKK178,1,0.0001
1327,ZZ812366,1,0.0001
